Category,Vector
1,[0. 0. 2. 0. 6.]
-1,[ 0.          3.         16.          2.66666667  6.        ]
1,[ 0.          1.          0.         26.33333333 13.        ]
1,[0. 0. 0. 7. 6.]
1,[0. 0. 0. 8. 0.]
1,[ 0.   0.   0.  14.5  4. ]
-1,[ 0.   2.  18.   5.5  8. ]
-1,[ 0.  2. 34.  5.  3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 2. 3.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  2. 12.  5.]
-1,[ 1.    1.   16.    4.25 15.  ]
1,[0. 0. 0. 0. 5.]
1,[ 0.  1.  3. 11.  3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 25.  1.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 5. 4.]
1,[0. 0. 0. 0. 6.]
-1,[ 1.  1. 21. 20.  6.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 2. 0. 3.]
-1,[ 0.  3. 23.  0.  3.]
1,[ 0.  0.  0. 10.  2.]
-1,[0. 2. 3. 6. 7.]
1,[0.  0.  0.  8.5 2. ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
-1,[ 1.   3.  14.   2.5  5. ]
1,[0. 0. 0. 4. 1.]
1,[ 0.  1.  1. 27.  2.]
1,[ 0.  0.  0. 15.  3.]
1,[0. 0. 0. 0. 1.]
-1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 9. 9.]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 6. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 7. 2.]
1,[ 0.  0.  0. 18.  7.]
-1,[ 1.  2. 17. 16.  7.]
1,[ 0.  1.  0.  0. 10.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  1.  1. 29.  5.]
-1,[ 0.          2.         17.          5.33333333  6.        ]
-1,[0. 2. 3. 6. 7.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 4. 0. 7.]
1,[0. 0. 0. 5. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 8. 1.]
1,[ 0.  0.  0. 14.  5.]
1,[ 0.  0.  0. 12.  0.]
1,[0. 0. 0. 7. 0.]
1,[0. 0. 1. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 18.  4.]
1,[ 0.  0.  2.  7. 43.]
1,[ 0.  1.  0. 18.  3.]
-1,[ 0.   2.  20.   8.5  4. ]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  5.  0. 18.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 5. 1.]
1,[0. 0. 0. 6. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.   2.  28.   1.8  7. ]
1,[0. 1. 4. 0. 5.]
1,[0. 0. 0. 6. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 4. 1.]
1,[0. 1. 0. 4. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 19.  3.]
1,[0. 0. 0. 0. 6.]
1,[ 0.  0.  0. 13.  8.]
1,[0. 0. 0. 0. 1.]
1,[0.  1.  0.  3.5 1. ]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 18.  0.]
1,[0. 1. 0. 6. 2.]
-1,[ 0.          3.         20.          5.66666667  6.        ]
1,[0. 0. 2. 0. 4.]
1,[0. 0. 5. 0. 5.]
1,[0. 1. 0. 8. 2.]
1,[0. 0. 1. 0. 6.]
1,[0. 0. 0. 8. 2.]
1,[0. 1. 0. 0. 0.]
1,[ 0.  0.  0.  1. 20.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 1. 6. 2.]
1,[0. 0. 0. 6. 3.]
1,[0. 0. 0. 0. 9.]
1,[0.   0.   1.   1.25 4.  ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 6.]
1,[ 0.  0.  0. 27.  3.]
-1,[ 0.          2.         30.          4.66666667  8.        ]
1,[0. 0. 0. 0. 2.]
-1,[ 0.          2.         26.          1.66666667 13.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 3.]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 0. 0. 6.]
1,[ 0.  1.  1. 13.  4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 6.]
-1,[ 0.  3. 24. 17.  2.]
1,[0. 0. 0. 0. 6.]
1,[ 0.  0.  0. 14.  0.]
1,[ 0.  0.  0. 30.  4.]
-1,[ 0.  1. 17.  0.  4.]
1,[ 0.  1.  0. 12. 11.]
1,[ 0.  0.  0. 18.  3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 6.]
1,[ 0.  0.  0.  0. 10.]
1,[ 0.  2.  1. 25.  8.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 0. 0.]
1,[ 0.  0.  0. 13.  1.]
1,[ 0.  0.  3.  0. 10.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 6.]
1,[0. 1. 0. 2. 0.]
1,[0. 0. 0. 3. 1.]
1,[0. 0. 1. 0. 7.]
1,[ 0.  0.  0. 11.  2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
-1,[0. 0. 1. 0. 8.]
-1,[ 0.   1.  23.   2.2  3. ]
1,[0. 0. 0. 0. 3.]
-1,[ 0.  1. 17.  0.  4.]
1,[ 0.  0.  0. 16.  2.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.   0.   1.  13.5 12. ]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 24.  6.]
1,[0. 1. 0. 0. 1.]
-1,[0.  0.  8.  9.5 4. ]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 5.]
-1,[ 0.          2.         23.          6.66666667  3.        ]
1,[0. 1. 0. 0. 4.]
1,[0. 1. 0. 9. 1.]
-1,[ 1.   2.  15.   2.8  6. ]
1,[0. 0. 0. 1. 4.]
-1,[ 0.  0. 11.  0.  0.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  1. 10.  3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  1.  0. 18.  1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0. 18.  8.]
1,[ 0.  0.  7.  0. 15.]
1,[0. 1. 0. 5. 1.]
1,[0. 0. 0. 4. 1.]
1,[0. 1. 0. 9. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 6. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0.  0.  0.  9.5 2. ]
1,[ 0.   0.   1.  11.5  0. ]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  2. 15. 14.  3.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 0. 9. 0.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  1. 13.  3.]
-1,[ 0.  1. 12.  0.  2.]
1,[0. 1. 0. 0. 2.]
-1,[ 0.  1. 22. 18.  6.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 0. 1.]
-1,[ 0.          3.         24.          4.33333333 12.        ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 12.  6.]
1,[0.         0.         1.         0.33333333 2.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.   2.  19.   8.5  6. ]
-1,[ 1.  3. 23.  8.  4.]
1,[ 0.  0.  2. 10.  3.]
-1,[ 0.   4.  16.   8.5  7. ]
-1,[ 0.  4. 18.  4.  9.]
-1,[0. 1. 1. 0. 9.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 8. 2.]
1,[ 0.  0.  0.  0. 11.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 3. 1.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 15. 11.]
-1,[ 0.          2.         28.          3.66666667 22.        ]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 5. 5.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0.  0.  0.  4.5 0. ]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 11.  5.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 18.  2.]
1,[0. 0. 0. 9. 3.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.          3.         16.          3.33333333  6.        ]
1,[ 0.  0.  5.  0. 18.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 2. 0. 2.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  1. 12. 15.  3.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.  1. 11. 10.  1.]
1,[0. 0. 0. 7. 6.]
1,[ 0.   0.   0.   8.8 15. ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 12.  0.]
-1,[ 0.  2. 18. 11.  3.]
1,[ 0.   1.   0.  10.5  5. ]
1,[ 0.  2.  0. 10.  3.]
1,[0. 0. 1. 0. 2.]
-1,[0.  1.  8.  3.5 4. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.          5.         21.          5.33333333  3.        ]
1,[ 0.  0.  4. 16.  6.]
1,[0. 0. 1. 0. 1.]
1,[ 0.    1.    4.   19.75 19.  ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 5.]
1,[ 0.  0.  1. 17.  5.]
-1,[ 0.          2.         17.          5.66666667  4.        ]
1,[0. 0. 0. 0. 3.]
1,[0.         0.         3.         0.23076923 4.        ]
1,[ 0.  0.  1. 16.  2.]
-1,[0. 3. 8. 5. 5.]
1,[ 2.  1.  0.  0. 10.]
1,[ 0.  0.  0. 23. 13.]
1,[0. 0. 1. 0. 2.]
1,[0.  0.  0.  9.5 8. ]
1,[0. 0. 0. 5. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 3. 1.]
-1,[ 0.  1. 17.  0.  3.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 4. 5.]
1,[ 0.  0.  0. 11.  5.]
1,[0. 0. 0. 0. 7.]
1,[0. 1. 0. 0. 1.]
1,[ 0.  0.  0. 12.  3.]
1,[ 0.  0.  0. 18.  4.]
1,[ 0.   1.   0.  10.5  8. ]
1,[0. 0. 0. 5. 7.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 4. 3.]
-1,[0. 1. 2. 8. 7.]
1,[0. 0. 0. 0. 9.]
1,[ 0.  0.  0. 12.  0.]
1,[0. 0. 2. 0. 1.]
1,[0. 0. 0. 2. 3.]
1,[ 0.  0.  2.  0. 13.]
1,[ 0.  0. 11.  5. 41.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 9. 4.]
1,[0. 0. 1. 0. 9.]
1,[0. 1. 0. 0. 1.]
-1,[ 0.   1.  16.   5.5 10. ]
1,[ 0.  1.  0. 19.  4.]
1,[0. 0. 0. 5. 1.]
1,[ 0.  0.  0. 11.  6.]
1,[0. 0. 0. 7. 2.]
1,[0. 0. 0. 0. 9.]
1,[ 0.  0.  0. 11.  7.]
-1,[ 1.          1.         18.          5.66666667  3.        ]
1,[0. 0. 0. 0. 6.]
1,[0.  0.  1.  7.5 6. ]
1,[0. 0. 0. 4. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0.  2. 10.]
-1,[ 0.  2. 23. 18.  6.]
1,[0. 0. 0. 0. 5.]
1,[ 0.  1.  0. 13.  3.]
-1,[1.    0.    2.    2.875 6.   ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 7. 7.]
1,[ 0.   1.   1.  47.5 50. ]
1,[ 0.  0.  1. 36.  9.]
1,[0. 0. 0. 4. 3.]
1,[0. 0. 1. 0. 0.]
-1,[ 1.  2. 23.  4.  9.]
1,[0. 0. 1. 8. 4.]
1,[0. 0. 4. 0. 4.]
1,[ 0.  1.  0. 10.  2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 5. 0.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 8. 3.]
1,[ 0.  0.  0. 18.  3.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 4. 3.]
1,[ 0.  0.  0. 14.  4.]
1,[0. 0. 0. 9. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 2. 7. 2.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 6. 4.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 2. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 8.]
1,[ 0.  0.  0. 13. 16.]
1,[1. 0. 0. 0. 3.]
1,[0. 0. 0. 7. 3.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 3. 0. 9.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.   2.  18.   5.5  8. ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 0.]
1,[ 0.          0.          0.         12.33333333  6.        ]
1,[0. 0. 0. 0. 3.]
-1,[0.         2.         4.         5.66666667 2.        ]
-1,[ 0.          1.         26.          2.66666667  7.        ]
1,[0. 0. 0. 6. 7.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 26.  2.]
1,[ 0.  0.  0. 16.  2.]
1,[0. 0. 0. 8. 0.]
1,[1.  0.  0.  8.5 3. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 7. 5.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 3.]
1,[ 1.  0.  0. 14.  4.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 26.  2.]
-1,[ 0.  2. 24. 16.  4.]
1,[ 1.  1.  0.  8. 16.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 1. 5. 6.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
1,[ 0.   0.   0.  10.8 15. ]
1,[ 0.   0.   0.  19.5  0. ]
1,[ 0.          0.          0.         10.33333333  9.        ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0.  0.  5.  4.8 9. ]
1,[0. 1. 0. 0. 6.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 6.]
-1,[ 0.          5.         17.          7.66666667  5.        ]
1,[0. 0. 0. 8. 5.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 8. 2.]
1,[0. 0. 0. 4. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 3. 1.]
1,[ 0.  0.  1. 14.  6.]
1,[0. 1. 0. 3. 1.]
-1,[ 1.   3.  10.   2.8  5. ]
1,[ 0.          0.          0.          1.38461538 15.        ]
1,[0. 0. 2. 0. 1.]
1,[0.   0.   0.   6.75 7.  ]
1,[0. 0. 0. 0. 5.]
1,[ 0.  0.  0. 14.  1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 0. 5. 2.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 0. 9. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  1.  4. 10. 19.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
-1,[ 1.  0. 15.  0. 10.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 11.  2.]
1,[0. 0. 0. 0. 8.]
1,[0.  0.  0.  1.5 2. ]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 2. 6. 3.]
-1,[ 0.          2.         19.          2.33333333  8.        ]
1,[0. 0. 0. 0. 5.]
-1,[ 0.  0.  0. 12.  1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 9. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0.  0.  1.  2.5 2. ]
1,[ 0.  0.  0. 11.  7.]
1,[ 0.  0.  1.  0. 10.]
1,[0.   0.   0.   6.25 5.  ]
1,[0. 0. 0. 6. 1.]
1,[0. 0. 0. 5. 0.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 2. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  2. 21. 14.  9.]
-1,[0. 0. 3. 0. 2.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 5. 2.]
1,[0. 0. 1. 7. 2.]
1,[0. 0. 0. 6. 6.]
-1,[ 0.  1. 17.  5.  2.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.          4.         13.          1.28571429  6.        ]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 8. 0.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 6.]
-1,[ 0.  2. 11.  9.  8.]
1,[0. 0. 1. 9. 4.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0.  0. 10.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 4.]
-1,[0.         2.         8.         4.66666667 5.        ]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 7. 3.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 4. 0. 3.]
1,[0. 1. 0. 0. 0.]
1,[1. 1. 2. 0. 5.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 9.]
-1,[ 1.  1. 15. 22.  6.]
1,[0. 0. 0. 4. 5.]
1,[0. 0. 0. 0. 2.]
1,[ 0.          0.          0.         16.33333333  6.        ]
1,[0. 0. 2. 0. 7.]
1,[ 0.  0.  0. 10.  1.]
1,[0. 1. 0. 9. 1.]
1,[ 0.  0.  7.  0. 11.]
-1,[ 0.  1. 24. 17.  6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 1. 4. 1.]
1,[0. 0. 0. 6. 7.]
-1,[ 0.    1.   21.    2.75  7.  ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 7. 0.]
1,[ 0.  0.  0.  0. 10.]
1,[ 0.  1.  1. 28.  7.]
1,[0. 0. 0. 5. 1.]
-1,[ 0.  2. 31.  2.  8.]
1,[0.  0.  0.  0.2 1. ]
1,[0.  0.  0.  4.5 2. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 16.  1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 3.]
-1,[ 0.  1. 18. 11.  6.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 8. 4.]
1,[0. 1. 0. 0. 1.]
1,[0. 1. 0. 3. 1.]
1,[1. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 9.]
1,[ 0.  0.  0. 18. 10.]
1,[ 0.  0.  0. 31.  1.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 7.]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 6. 2.]
1,[0. 0. 0. 4. 2.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  0.  0. 27.  3.]
-1,[ 1.   2.  23.  10.5  6. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 7. 1.]
1,[0. 1. 0. 0. 9.]
1,[0. 0. 0. 0. 6.]
-1,[ 0.   2.  11.   7.5  8. ]
-1,[ 0.  1. 11.  0.  0.]
1,[ 0.  0.  0. 19.  5.]
1,[0. 0. 0. 9. 6.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 20. 10.]
1,[0. 0. 1. 7. 2.]
1,[ 0.  1.  0.  4. 20.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 0.]
-1,[ 0.  0.  3.  0. 14.]
1,[ 0.  0. 11.  5. 41.]
1,[0. 0. 0. 6. 3.]
1,[0.         1.         0.         6.33333333 6.        ]
1,[ 0.  0.  0. 10.  4.]
1,[0. 0. 1. 7. 6.]
-1,[ 0.          3.         18.          5.33333333  5.        ]
1,[ 0.  0.  0.  0. 11.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 8. 2.]
1,[0. 0. 0. 0. 8.]
-1,[ 1.  3. 23.  3.  7.]
1,[0. 0. 3. 0. 1.]
-1,[ 0.  6. 24.  7.  5.]
1,[ 0.  0.  0. 18.  4.]
1,[ 0.  0.  0.  7. 11.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 1. 0. 6.]
1,[0. 0. 0. 0. 1.]
-1,[0. 0. 7. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[ 0.   0.   2.   5.6 12. ]
1,[ 0.   0.   0.  16.5  6. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 4.]
-1,[0. 4. 7. 9. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 7. 2.]
-1,[ 0.          5.         14.          1.42857143  5.        ]
1,[0.  0.  0.  1.5 1. ]
1,[0. 0. 0. 0. 1.]
-1,[ 1.  1. 20.  0.  5.]
1,[ 0.  0.  0.  0. 11.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 9. 6.]
1,[ 0.  0.  0. 16.  5.]
1,[ 0.  0.  0. 10.  8.]
1,[ 0.  0.  0.  0. 14.]
1,[0. 0. 0. 0. 4.]
-1,[ 0.    1.   11.    4.25  3.  ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 6. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 1. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 25.  5.  8.]
-1,[ 0.          1.         23.          3.66666667  6.        ]
1,[0. 0. 0. 4. 3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 14.  5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 0. 6. 2.]
1,[0. 1. 0. 0. 2.]
1,[ 0.  0.  0. 12.  6.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
-1,[ 0.   1.  16.   5.5 10. ]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 1. 4. 1.]
1,[0. 0. 0. 6. 3.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 0. 0. 4.]
1,[0. 0. 2. 0. 1.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 12.  2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 7. 1.]
1,[ 0.  0.  0. 15. 14.]
1,[0. 0. 0. 8. 0.]
1,[0.  0.  0.  5.5 3. ]
1,[0. 0. 0. 9. 3.]
1,[ 0.          0.          0.          1.38461538 15.        ]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  4. 12. 18.  2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 7. 0.]
-1,[0. 1. 2. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
-1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
-1,[ 1.  2. 23.  4.  8.]
1,[0. 0. 0. 4. 3.]
1,[0. 0. 1. 6. 2.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 27.  1.]
1,[0. 0. 1. 0. 3.]
